mutant1,mutant2,template,passed_test,diff_locations,explored_diffs,elapsed_time_ms
tadSyncid17id15.xml,tadSyncid14id8.xml,Template3,FAILED,5,1,4
tadSyncid14id8.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid2id17.xml,Template3,FAILED,3,1,5
tadSyncid2id17.xml,tadSyncid17id15.xml,Template2,FAILED,3,1,6
tadSyncid17id15.xml,tadSyncid20id2.xml,Template1,FAILED,5,1,5
tadSyncid20id2.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid12id10.xml,Template4,FAILED,5,1,4
tadSyncid12id10.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid16id11.xml,Template2,FAILED,4,1,5
tadSyncid16id11.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid19id20.xml,Template1,FAILED,5,1,4
tadSyncid19id20.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid9id1.xml,Template3,FAILED,5,1,4
tadSyncid9id1.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid12id15.xml,Template3,FAILED,4,1,4
tadSyncid12id15.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid11id17.xml,Template4,FAILED,4,1,4
tadSyncid11id17.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid10id12.xml,Template3,FAILED,5,1,5
tadSyncid10id12.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid18id16.xml,Template1,FAILED,5,1,5
tadSyncid18id16.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid15id4.xml,Template3,FAILED,4,1,6
tadSyncid15id4.xml,tadSyncid17id15.xml,Template2,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid0id3.xml,Template5,FAILED,5,1,5
tadSyncid0id3.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid18id8.xml,Template5,FAILED,5,1,5
tadSyncid18id8.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid7id22.xml,Template1,FAILED,4,1,4
tadSyncid7id22.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid19id14.xml,Template4,FAILED,5,1,4
tadSyncid19id14.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid22id6.xml,Template4,FAILED,4,1,4
tadSyncid22id6.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid20id15.xml,Template4,FAILED,4,1,4
tadSyncid20id15.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid16id9.xml,Template5,FAILED,5,1,5
tadSyncid16id9.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid5id11.xml,Template2,FAILED,5,1,4
tadSyncid5id11.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
